county,county_fips,agency_type,agency_name,street,city
Nassau,36059,ambulance_als,"Glenwood H&L-E&H Company, Inc.",PO Box 403,"Glenwood Landing, NY 11547"
Nassau,36059,ambulance_als,Hempstead Fire Department Rescue Squad No. 1,75 Clinton Street,"Hempstead, NY 11550"
Nassau,36059,ambulance_als,Hewlett Bay Fire District,25 Franklin Avenue,"Hewlett, NY 11557"
Nassau,36059,ambulance_als,Hicksville Fire District,20 East Marie Street,"Hicksville, NY 11801"
Nassau,36059,ambulance_als,Inwood Fire District,188 Doughty Boulevard,"Inwood, NY 11096"
Nassau,36059,ambulance_als,"Island Park Vol Fire Department, Village of",127 Long Beach Road,"Island Park, NY 11558"
Nassau,36059,ambulance_als,Jericho Fire Department,424 North Broadway,"Jericho, NY 11753"
Nassau,36059,ambulance_als,Lakeview Fire District,895 Woodfield Road,"West Hempstead, NY 11552"
Nassau,36059,ambulance_als,"Lawrence Cedarhurst Rescue, Inc.",71 Washington Ave,"Lawrence, NY 11559"
Nassau,36059,ambulance_als,Levittown Fire District,120 Gardiners Avenue,"Levittown, NY 11756"
Nassau,36059,ambulance_als,Lido and Point Lookout Fire District,PO Box 44,"Point Lookout, NY 11569"
Nassau,36059,ambulance_als,Locust Valley Fire District,228 Buckram Road,"Locust Valley, NY 11560"
Nassau,36059,ambulance_als,"Long Beach Fire Department, City of",1 West Chester Street,"Long Beach, NY 11561"
Nassau,36059,ambulance_als,Long Island Jewish Medical Center,270-05 76th Avenue,"New Hyde Park, NY 11040"
Nassau,36059,ambulance_als,"Lynbrook FD Emergency Medical Co. #1, Inc.",160 Vincent Avenue,"Lynbrook, NY 11563"
Nassau,36059,ambulance_als,Manhasset-Lakeville Fire District,170 East Shore Road,"Great Neck, NY 11023"
Nassau,36059,ambulance_als,Massapequa Fire District,1 Brooklyn Avenue,"Massapequa, NY 11758"
Nassau,36059,ambulance_als,"Meadowmere Park Volunteer Fire Department, Inc.",14 Meyer Avenue,"Lawrence, NY 11559"
Nassau,36059,ambulance_als,Med-Trans Corporation,1000 New Highway Hangar 86A,"Farmingdale, NY 11735"
Nassau,36059,ambulance_als,"Mineola Volunteer Ambulance Corps, Inc.",P.O. Box 587,"Mineola, NY 11501"
Nassau,36059,ambulance_als,Nassau County Police Department,1490 Franklin Avenue,"Mineola, NY 11501"
Nassau,36059,ambulance_als,Nassau University Medical Center,2201 Hempstead Trnpke Box 87,"East Meadow, NY 11554"
Nassau,36059,ambulance_als,New Hyde Park Fire District,1555 Jericho Turnpike,"New Hyde Park, NY 11040"
Nassau,36059,ambulance_als,North Bellmore Fire District,1500 Newbridge Road,"North Bellmore, NY 11710"
Nassau,36059,ambulance_als,North Massapequa Fire District,960 Hicksville Road,"Seaford, NY 11783"
Nassau,36059,ambulance_als,"North Merrick Fire Department, Inc.",2095 Camp Avenue,"North Merrick, NY 11566"
Nassau,36059,ambulance_als,North Shore University Hospital Ambulance Service,15 Burke Lane,"Syosset, NY 11791"
Nassau,36059,ambulance_als,Oceanside Fire District,65 Foxhurst Road,"Oceanside, NY 11572"
Nassau,36059,ambulance_als,Oyster Bay Fire Co No 1 Inc,P.O. Box 448,"Oyster Bay, NY 11771"
Nassau,36059,ambulance_als,"Plainview Fire Department, Inc",885 Old Country Road,"Plainview, NY 11803"
Nassau,36059,ambulance_als,"Port Washington Fire Department, Inc.",65 Harbor Road,"Port Washington, NY 11050"
Nassau,36059,ambulance_als,"Rescue Hook & Ladder Co. #1, Roslyn, NY",155 Mineola Avenue,"Roslyn Heights, NY 11577"
Nassau,36059,ambulance_als,"Rockville Centre Fire Department, Village of",58 North Centre Avenue,"Rockville Centre, NY 11570"
Nassau,36059,ambulance_als,Roosevelt Fire District,PO Box 501,"Roosevelt, NY 11575"
Nassau,36059,ambulance_als,"Sea Cliff Fire Department, Village of",67 Roslyn Avenue,"Sea Cliff, NY 11579"
Nassau,36059,ambulance_als,Seaford Fire District,2170 Southard Avenue,"Seaford, NY 11783"
Nassau,36059,ambulance_als,South Farmingdale Fire District,819 Main St,"South Farmingdale, NY 11735"
Nassau,36059,ambulance_als,"South Floral Park Fire Department, Village of",383 Roquette Ave,"South Floral Park, NY 11001"
Nassau,36059,ambulance_als,South Hempstead Fire District,555 May Street,"South Hempstead, NY 11550"
Nassau,36059,ambulance_als,Stewart Manor Fire Department,120 Covert  Avenue,"Stewart Manor, NY 11530"
Nassau,36059,ambulance_als,Syosset Fire District,50 Cold Spring Road,"Syosset, NY 11791"
Nassau,36059,ambulance_als,Uniondale Fire District,PO Box 248,"Uniondale, NY 11553"
Nassau,36059,ambulance_als,"Valley Stream Fire Department, Village of",123 S Central Ave,"Valley Stream, NY 11582"
Nassau,36059,ambulance_als,"Vigilant Engine and Hook and Ladder Co., Inc.",83 Cuttermill Road,"Great Neck, NY 11021"
Nassau,36059,ambulance_als,Wantagh Fire District,2045 Wantagh Ave,"Wantagh, NY 11793"
Nassau,36059,ambulance_als,Wantagh Levittown Volunteer Ambulance Corp.,PO Box 94,"Levittown, NY 11756"
Nassau,36059,ambulance_als,West Hempstead Fire District,295 Hempstead Turnpike,"West Hempstead, NY 11552"
Nassau,36059,ambulance_als,Westbury Fire District,160 Drexel Avenue,"Westbury, NY 11590"
Nassau,36059,ambulance_als,"Williston Park Fire Department, Village of",454 Willis Avenue,"Williston Park, NY 11596"
Nassau,36059,ambulance_als,Woodmere Fire District,20 Irving Place,"Woodmere, NY 11598"
New York,36061,ambulance_als,"Ambulnz NY6, LLC",685 3rd Ave,"New York, NY 10017"
New York,36061,ambulance_als,"Central Park Medical Unit, Inc.",PO Box 440 Gracie Station,"New York, NY 10028"
New York,36061,ambulance_als,Columbia University Emergency Medical Service,1116 Amsterdam Wallach Ste.125,"New York, NY 10027"
New York,36061,ambulance_als,GMR Event Services LLC,244 W 54th Street Suite 503,"New York City, NY 10019"
New York,36061,ambulance_als,Lenox Hill Hospital,15 Burke Lane,"Syosset, NY 11791"
New York,36061,ambulance_als,Mount Sinai Hospital,1000 Tenth Avenue,"New York, NY 10019"
New York,36061,ambulance_als,New York Presbyterian EMS,"525 E 68th Street, Room M-101","New York, NY 10021"
New York,36061,ambulance_als,New York-Presbyterian / Queens,525 East 68th Street,"Flushing, NY 10065"
New York,36061,ambulance_als,St. Luke's Roosevelt Hospital Center,1000 Tenth Avenue,"New York, NY 10016"
Niagara,36063,ambulance_als,"Barker Fire Department, Inc.",PO Box 274,"Barker, NY 14012"
Niagara,36063,ambulance_als,"Cambria Volunteer Fire Company, Inc.",4631 Cambria Wilson Road,"Lockport, NY 14094"
Niagara,36063,ambulance_als,"Lewiston Fire Company No 2, Inc.",1705 Saunders Settlement Road,"Niagara Falls, NY 14304"
Niagara,36063,ambulance_als,"Lewiston Volunteer Fire Company, No 1",PO Box  748,"Lewiston, NY 14092"
Niagara,36063,ambulance_als,"Lockport Fire Department, City of",1 Locks Plaza,"Lockport, NY 14094"
Niagara,36063,ambulance_als,"Lockport, City of",1 Locks Plaza,"Lockport, NY 14094"
Niagara,36063,ambulance_als,"Miller Hose Company, Inc.",P.O. Box 99,"Newfane, NY 14108"
Niagara,36063,ambulance_als,Niagara County Sheriff's Office - Emergency Response Team,P.O. Box 496,"Lockport, NY 14095"
Niagara,36063,ambulance_als,"Niagara, County of",P.O. Box 496,"Lockport, NY 14094"
Niagara,36063,ambulance_als,"North Tonawanda Fire Department, City of",495 Zimmerman Street,"North Tonawanda, NY 14120"
Niagara,36063,ambulance_als,"Olcott Fire Company, Inc.",PO Box 243,"Olcott, NY 14126"
Niagara,36063,ambulance_als,Ransomville Fire Company No.1 of the Hamlet of Ransomville NY Inc.,PO Box 239,"Ransomville, NY 14131"
Niagara,36063,ambulance_als,"Rapids Volunteer Fire Company, Inc.",7195 Plank Road,"Lockport, NY 14094"
Niagara,36063,ambulance_als,"Shawnee Volunteer Fire Company, Inc.",3747 Lockport Road,"Sanborn, NY 14132"
Niagara,36063,ambulance_als,"South Lockport Fire Company, Inc.",5666 South Transit Road,"Lockport, NY 14094"
Niagara,36063,ambulance_als,"South Wilson Volunteer Fire Company, Inc.",4194 Chestnut Rd,"Wilson, NY 14172"
Niagara,36063,ambulance_als,"Tri Community Ambulance Service, Inc.",PO Box 241,"Sanborn, NY 14132"
Niagara,36063,ambulance_als,Tri Town Ambulance Service Inc,PO Box 393,"Gasport, NY 14067"
Niagara,36063,ambulance_als,"Upper Mountain Fire Company of Lewiston, NY, Inc.",839 Moyer Road,"Lewiston, NY 14092"
Niagara,36063,ambulance_als,"Wendelville Fire Company, Inc.",7340 Campbell Boulevard,"North Tonawanda, NY 14120"
Niagara,36063,ambulance_als,"Wilson Fire Volunteer Co No 1, Inc.",PO Box 609,"Wilson, NY 14172"
Niagara,36063,ambulance_als,"Wolcottsville Volunteer Fire Company, Inc.",PO Box 189,"Akron, NY 14001"
Niagara,36063,ambulance_als,"Wrights Corners Fire Company, Inc.",4043 Lake Avenue,"Lockport, NY 14094"
Niagara,36063,ambulance_als,"Youngstown Volunteer Fire Company, Inc.",Box 387,"Youngstown, NY 14174"
Oneida,36065,ambulance_als,"AmCare Ambulance Service, Inc.",PO Box 996,"Rome, NY 13440"
Oneida,36065,ambulance_als,Boonville Ambulance Inc,P.O. Box 164,"Boonville, NY 13309"
Oneida,36065,ambulance_als,"Bridgewater Fire Company, Inc.",PO Box 365,"Bridgewater, NY 13313"
Oneida,36065,ambulance_als,"Camden Ambulance Service, Town of",PO Box 265,"Camden, NY 13316"
Oneida,36065,ambulance_als,"Camden Volunteer Fire Department, Village of",14 Church Street,"Camden, NY 13316"
Oneida,36065,ambulance_als,"Central Oneida County Volunteer Ambulance Corps, Inc",7489 E. South Street,"Clinton, NY 13323"
Oneida,36065,ambulance_als,Deerfield Fire District #1,5476 Trenton Rd,"Deerfield, NY 13502"
Oneida,36065,ambulance_als,"Edwards Ambulance, Inc.",PO Box 130,"Chadwicks, NY 13319"
Oneida,36065,ambulance_als,"Florence Ambulance Service, Town of",11987 Thompson Corners Rd,"Camden, NY 13316"
Oneida,36065,ambulance_als,Floyd Fire District,8367 Old Floyd Road,"Rome, NY 13440"
Oneida,36065,ambulance_als,"Lake Delta Volunteer Fire Department, Inc.",PO Box 596,"Rome, NY 13440"
Oneida,36065,ambulance_als,Maynard Fire District,PO Box 377,"Marcy, NY 13403"
Oneida,36065,ambulance_als,"New Hartford Fire Department, Village of",PO Box 328,"New Hartford, NY 13413"
Oneida,36065,ambulance_als,"New York Mills, Village of",1 Maple Street,"New York Mills, NY 13417"
Oneida,36065,ambulance_als,"North Bay Volunteer Fire Department, Inc.",PO Box 246,"North Bay, NY 13123"
Oneida,36065,ambulance_als,"Sherrill Fire Department, City of",373 Sherrill Road,"Sherrill, NY 13461"
Oneida,36065,ambulance_als,Stittville Volunteer Fire Department,9069 Main Street,"Stittville, NY 13469"
Oneida,36065,ambulance_als,"Taberg Volunteer Fire Company, Inc",PO Box 523,"Taberg, NY 13471"
Oneida,36065,ambulance_als,"Utica Ambulance Service, Inc.",410 Catherine Street,"Utica, NY 13501"
Oneida,36065,ambulance_als,"Utica Fire Department Ambulance, City of",1217 Park Avenue,"Utica, NY 13501"
Oneida,36065,ambulance_als,"Volunteer Fire Company of Vernon, Inc.",PO Box 773,"Vernon, NY 13476"
Oneida,36065,ambulance_als,"Volunteer Fire Company of Western, Inc",PO Box 17,"Westernville, NY 13486"
Oneida,36065,ambulance_als,"Whitesboro Fire Department, Village of",171 Oriskany Blvd.,"Whitesboro, NY 13492"
Oneida,36065,ambulance_als,"Willowvale Fire Company, Inc.",PO Box 69,"Chadwicks, NY 13319"
Oneida,36065,ambulance_als,"Woodgate Volunteer Fire Department, Inc.",PO Box 187,"Woodgate, NY 13494"
Onondaga,36067,ambulance_als,"Brewerton Volunteer Fire Department Ambulance, Inc.",PO Box 364,"Brewerton, NY 13029"
Onondaga,36067,ambulance_als,Dewitt Fire District,4500 East Genesee Street,"Dewitt, NY 13214"
Onondaga,36067,ambulance_als,"East Area Volunteer Emergency Service, Inc.",PO Box 34,"East Syracuse, NY 13057"
Onondaga,36067,ambulance_als,"Eastern Paramedics, Inc.",101 Richmond Ave #1,"Syracuse, NY 13204"
Onondaga,36067,ambulance_als,"Fayetteville, Village of",425 East Genesee Street,"Fayetteville, NY 13066"
Onondaga,36067,ambulance_als,"Greater Baldwinsville Ambulance Corps, Inc.",PO Box 744,"Baldwinsville, NY 13027"
Onondaga,36067,ambulance_als,Jamesville Fire District,6661 East Seneca Turnpike,"Jamesville, NY 13078"
Onondaga,36067,ambulance_als,"LaFayette Ambulance Department, Inc.",PO BOX 329,"LaFayette, NY 13084"
Onondaga,36067,ambulance_als,"Manlius Ambulance / EMS Service, Village of",8200 Cazenovia Road,"Manlius, NY 13104"
Onondaga,36067,ambulance_als,"Marcellus Ambulance Volunteer Emergency Services, Inc.",PO Box 203,"Marcellus, NY 13108"
Onondaga,36067,ambulance_als,"Mattydale Fire Department, Inc.",173 East Molloy Rd,"Mattydale, NY 13211"
Onondaga,36067,ambulance_als,"Minoa Ambulance, Village of",240 North Main Street,"Minoa, NY 13116"
Onondaga,36067,ambulance_als,"North Area Volunteer Ambulance Corps, Inc.",PO Box 215,"North Syracuse, NY 13212"
Onondaga,36067,ambulance_als,"Northern Onondaga Volunteer Ambulance, Inc.",4425 Buckley Rd,"Liverpool, NY 13090"
Onondaga,36067,ambulance_als,"Old Erie Emergency Services, Inc.",1 North Hamilton Street,"Jordan, NY 13080"
Onondaga,36067,ambulance_als,"Pompey Hill Volunteer Fire Dept, Inc.",PO Box 268,"Pompey, NY 13138"
Onondaga,36067,ambulance_als,"Skaneateles Ambulance Vol. Emergency Service, Inc.",77 Fennell Street,"Skaneateles, NY 13152"
Onondaga,36067,ambulance_als,"Syracuse Fire Department, City of",1153 W. fayette Street 6th Fl,"Syracuse, NY 13202"
Onondaga,36067,ambulance_als,Syracuse University - Carrier Dome Health Squad,900 Irving Avenue,"Syracuse, NY 13244"
Onondaga,36067,ambulance_als,Syracuse University Ambulance,100 Collage Place - Suite 006,"Syracuse, NY 13244"
Onondaga,36067,ambulance_als,"TLC Medical Transportation Services, Inc.",638 Burnett Avenue,"Syracuse, NY 13203"
Onondaga,36067,ambulance_als,"Tully Ambulance, Town of",1 Railroad Street,"Tully, NY 13159"
Onondaga,36067,ambulance_als,"Western Area Volunteer Emergency Service, Inc.",PO Box 156,"Camillus, NY 13031"
Ontario,36069,ambulance_als,"Canandaigua Emergency Squad, Inc.",233 North Pearl Street,"Canandaigua, NY 14424"
Ontario,36069,ambulance_als,"Canandaigua Emergency Squad, Inc.",233 North Pearl Street,"Canandaigua, NY 14424"
Ontario,36069,ambulance_als,Canandaigua Veterans Administration Medical Center FD,400 Fort Hill Bldg 16,"Canandaigua, NY 14425"
Ontario,36069,ambulance_als,"Citizens Hose Company of Shortsville, Inc.",PO Box 306,"Shortsville, NY 14548"
Ontario,36069,ambulance_als,"Finger Lakes Ambulance EMS, Inc.",14 Crane Street,"Clifton Springs, NY 14432"
Ontario,36069,ambulance_als,"Finger Lakes Racing Association, Inc.",PO Box 25250,"Farmington, NY 14425"
Ontario,36069,ambulance_als,Fishers Fire District,380 High Street,"Victor, NY 14564"
Ontario,36069,ambulance_als,Mercy Flight Central Inc.,2420 Brickyard Road,"Canandaigua, NY 14424"
Ontario,36069,ambulance_als,"Phelps Ambulance, Inc",PO Box 81,"Phelps, NY 14532"
Ontario,36069,ambulance_als,"Port Gibson Volunteer Fire Department, Inc.",PO Box 145,"Port Gibson, NY 14537"
Ontario,36069,ambulance_als,"Richmond Fire Department #1, Inc.",PO Box 469,"Honeoye, NY 14471"
Ontario,36069,ambulance_als,"Stanley Hall Gorham Ambulance Corps, Inc.",PO Box 57,"Hall, NY 14463"
Ontario,36069,ambulance_als,"Victor Farmington Volunteer Ambulance Corps, Inc.",1321 East Victor Road,"Victor, NY 14564"
Orange,36071,ambulance_als,"Ambulnz NY2, LLC",263 NY-17K,"Newburgh, NY 12550"
Orange,36071,ambulance_als,"Blooming Grove Volunteer Ambulance Corps, Inc.",7 North Street,"Washingtonville, NY 10992"
Orange,36071,ambulance_als,"Goshen EMS Corps, Inc.",PO Box 695,"Goshen, NY 10924"
Orange,36071,ambulance_als,"Goshen Volunteer Ambulance Corps, Inc.",PO Box 695,"Goshen, NY 10924"
Orange,36071,ambulance_als,"Greenville Township Volunteer Ambulance Corps, Inc.",1495 Greenville Tpk,"Port Jervis, NY 12771"
Orange,36071,ambulance_als,"Greenwood Lake Ambulance, Inc.",PO Box 223,"Greenwood Lake, NY 10925"
Orange,36071,ambulance_als,"Highlands Ambulance, Town of",PO Box 35,"Highland Falls, NY 10928"
Orange,36071,ambulance_als,"Kiryas Joel Volunteer EMS, Inc.",63 Forest Road,"Monroe, NY 10950"
Orange,36071,ambulance_als,"Lenape Volunteer Ambulance Corp, Inc.",PO Box 641,"Unionville, NY 10988"
Orange,36071,ambulance_als,Monroe Community Ambulance  Inc.,PO Box 841,"Monroe, NY 10950"
Orange,36071,ambulance_als,"Mount Hope EMS, Town of",1706 State Route 211,"Otisville, NY 10963"
Orange,36071,ambulance_als,"New Windsor Volunteer Ambulance Corps, Inc.",P.O. Box 4334,"New Windsor, NY 12553"
Orange,36071,ambulance_als,"Pine Bush Area Volunteer Ambulance Corps, Inc.",PO Box 407,"Pine Bush, NY 12566"
Orange,36071,ambulance_als,"Pine Island Volunteer Ambulance Corps, Inc.",PO Box 264,"Pine Island, NY 10969"
Orange,36071,ambulance_als,"Port Jervis Volunteer Ambulance Corps, Inc.",PO Box 133,"Port Jervis, NY 12771"
Orange,36071,ambulance_als,"South Blooming Grove, Village of",PO Box 295,"Blooming Grove, NY 10914"
Orange,36071,ambulance_als,"Town of Newburgh Emergency Medical Services, Inc.",97 South Plank Road,"Newburgh, NY 12550"
Orange,36071,ambulance_als,"Town of Wallkill Volunteer Ambulance Corps, Inc.",22 Maltese Drive,"Middletown, NY 10941"
Orange,36071,ambulance_als,"Tuxedo Volunteer Ambulance Corps, Inc.",PO Box 726,"Tuxedo, NY 10987"
Orange,36071,ambulance_als,Walden Ambulance Corp.,PO Box 25,"Walden, NY 12586"
Orange,36071,ambulance_als,Warwick Community Ambulance Service Inc.,PO Box 315,"Warwick, NY 10990"
Orange,36071,ambulance_als,"Wawayanda, Town of",80 Ridgebury Hill Rd,"Slate Hill, NY 10973"
Orange,36071,ambulance_als,"Woodbury Community Ambulance, Inc.",PO Box 561,"Central Valley, NY 10917"
Orleans,36073,ambulance_als,"Medina Fire Department, Village of",600 Main Street,"Medina, NY 14103"
Oswego,36075,ambulance_als,"Donald McFee Memorial Ambulance Service, Inc.",PO Box 115,"Mexico, NY 13114"
Oswego,36075,ambulance_als,"Hannibal Fire Company, Inc.",PO Box 252,"Hannibal, NY 13074"
Oswego,36075,ambulance_als,"Northern Oswego County Ambulance, Inc.",21 Delano Street,"Pulaski, NY 13142"
Oswego,36075,ambulance_als,"Oswego County Ambulance & Hearse Service, Inc.",404 Ontario Street,"Fulton, NY 13069"
Oswego,36075,ambulance_als,"Oswego Fire Department, City of",35 East Cayuga Street,"Oswego, NY 13126"
Oswego,36075,ambulance_als,Oswego Town Fire District,640 County Rte 20,"Oswego, NY 13126"
Oswego,36075,ambulance_als,"Student Association Vol. Ambulance Corps of Oswego, Inc.",131 Marano Campus Ctr,"Oswego, NY 13126"
Otsego,36077,ambulance_als,"Cooperstown Fire Department Emergency Squad, Village of",PO Box 322,"Cooperstown, NY 13326"
Otsego,36077,ambulance_als,"Eagle Fire Engine & Hose Co Nos 1, 2, 3 Gilbertsville NY, Inc.",PO Box 181,"Gilbertsville, NY 13776"
Otsego,36077,ambulance_als,Edmeston Fire District,PO Box 111,"Edmeston, NY 13335"
Otsego,36077,ambulance_als,"Fly Creek Volunteer Fire Company, Inc",P.O. Box 218,"Fly Creek, NY 13337"
Otsego,36077,ambulance_als,"Garrattsville Fire Company, Inc.",4413 State Highway 51,"Garrattsville, NY 13342"
Otsego,36077,ambulance_als,"Hartwick Fire Department Emergency Squad, Town of",PO Box 208,"Hartwick, NY 13348"
Otsego,36077,ambulance_als,Laurens Fire District,PO Box 43,"Laurens, NY 13796"
Otsego,36077,ambulance_als,"Milford Fire Department Emergency Squad, Village of",PO Box 359,"Milford, NY 13807"
Otsego,36077,ambulance_als,Morris Fire District,PO Box 452,"Morris, NY 13808"
Otsego,36077,ambulance_als,"Oneonta, City of",81 Main Street,"Oneonta, NY 13820"
Otsego,36077,ambulance_als,Otego Fire District,P.O. Box 79,"Otego, NY 13825"
Otsego,36077,ambulance_als,Otsego County Emergency Medical Service,140 County Highway 33W,"Cooperstown, NY 13326"
Otsego,36077,ambulance_als,"Richfield Springs, Village of",PO Box 1456,"Richfield Springs, NY 13439"
Otsego,36077,ambulance_als,"Richfield, Town of",18 East James Street,"Richfield Springs, NY 13439"
Otsego,36077,ambulance_als,Schenevus Maryland Emergency Squad,PO Box 87,"Schenevus, NY 12155"
Otsego,36077,ambulance_als,"Springfield Fire Department, Inc.",PO Box 358,"Springfield Center, NY 13468"
Otsego,36077,ambulance_als,"Unadilla Fire Department Emergency Squad, Village of",PO Box 579,"Unadilla, NY 13849"
Otsego,36077,ambulance_als,Worcester Fire District,PO Box 191,"Worcester, NY 12197"
Putnam,36079,ambulance_als,"Brewster Southeast EMS, Inc.",501 North Main St.,"Brewster, NY 10509"
Putnam,36079,ambulance_als,Carmel Volunteer Ambulance Corps,PO Box 508,"Carmel, NY 10512"
Putnam,36079,ambulance_als,"Garrison Volunteer Ambulance Corp, Inc.",PO Box 121,"Garrison, NY 10524"
Putnam,36079,ambulance_als,"Kent EMS, Town of",25 Sybil's Crossing,"Kent Lakes, NY 10512"
Putnam,36079,ambulance_als,"Lake Carmel Emergency Medical Services, Inc.",851 Route 52,"Carmel, NY 10512"
Putnam,36079,ambulance_als,"Mahopac Falls Volunteer Fire Department, Inc.",P.O. Box 190,"Mahopac Falls, NY 10542"
Putnam,36079,ambulance_als,"Mahopac Volunteer Fire Department, Inc.",PO Box 267,"Mahopac, NY 10541"
Putnam,36079,ambulance_als,"Patterson EMS, Town of",PO Box 470,"Patterson, NY 12563"
Putnam,36079,ambulance_als,"Patterson Fire Department #1, Inc.",PO Box 334,"Patterson, NY 12563"
Putnam,36079,ambulance_als,"Philipstown Volunteer Ambulance Corps, Inc.",14 Cedar Street,"Cold Spring, NY 10516"
Putnam,36079,ambulance_als,"Putnam Valley Volunteer Ambulance Corps, Inc.",PO Box 141,"Putnam Valley, NY 10579"
Queens,36081,ambulance_als,"Ambulnz NY, LLC","685 3rd Avenue, 9th Floor,","New York, NY 10017"
Queens,36081,ambulance_als,"Ambulnz NY3, LLC","685 3rd Avenue, 9th Floor","New York, NY 10017"
Queens,36081,ambulance_als,"Bay Community Volunteer Ambulance Corps, Inc.",PO Box 610540,"Bayside, NY 11361"
Queens,36081,ambulance_als,"Broad Channel Volunteers, Inc.",15 Noel Road,"Broad Channel, NY 11693"
Queens,36081,ambulance_als,"Chesed of the Rockaways and Nassau County, Inc",621 Beach 9th Street,"Far Rockaway, NY 11691"
Queens,36081,ambulance_als,"Flushing Community Volunteer Ambulance Corps, Inc.",PO Box 580339,"Flushing, NY 11358"
Queens,36081,ambulance_als,Flushing Hospital Medical Center,45 Ave at Parsons Boulevard,"Flushing, NY 11355"
Queens,36081,ambulance_als,"Forest Hills Volunteer Ambulance Corps, Inc.",P.O. Box 750617,"Forest Hills, NY 11375"
Queens,36081,ambulance_als,"Glen Oaks Volunteer Ambulance Corps, Inc.",257-02 Union Turnpike,"Floral Park, NY 11004"
Queens,36081,ambulance_als,"Hatzolah Emergency Air Response Team, Inc.",120-10 QUEENS BLVD,"KEW GARDENS, NY 11415"
Queens,36081,ambulance_als,"Jamaica Estates-Holliswood-South Bayside VAC, Inc.",PO Box 640181,"Bayside, NY 11364"
Queens,36081,ambulance_als,"Jamaica Hospital Ambulance Department, The",8900 Van Wyck Expressway,"Jamaica, NY 11418"
Queens,36081,ambulance_als,"Lindenwood Community Volunteer Ambulance Corps, Inc.",PO Box 170191,"Ozone Park, NY 11417"
Queens,36081,ambulance_als,"Little Neck-Douglaston Community Ambulance Corps, Inc.",P.O. Box 630033,"Little Neck, NY 11363"
Queens,36081,ambulance_als,"MediSys Ambulance Service, Inc.",8900 Van Wyck Expressway,"Jamaica, NY 11418"
Queens,36081,ambulance_als,"New York Racing Association, Inc.",110-00 Rockaway Blvd,"South Ozone Park, NY 11417"
Queens,36081,ambulance_als,"North Shore Ambulance and Oxygen Service, Inc.",14-20 128th Street,"College Point, NY 11356"
Queens,36081,ambulance_als,NYC Police Relief Fund-EMS,38-13 Northern Boulevard,"Long Island City, NY 11101"
Queens,36081,ambulance_als,Queens Village / Hollis / Bellerose Volunteer Ambulance,PO Box 260392,"Bellerose, NY 11426"
Queens,36081,ambulance_als,"Ridgewood Volunteer Ambulance Corps, Inc.",503 Onderdonk Avenue,"Ridgewood, NY 11385"
Queens,36081,ambulance_als,Rockaway Point Volunteer Emergency Services Inc,204-26 Rockaway Point Blvd,"Rockaway Point, NY 11697"
Queens,36081,ambulance_als,"Roxbury Volunteer Emergency Services, Inc.",42 State Road,"Rockaway Point, NY 11697"
Queens,36081,ambulance_als,"West Hamilton Beach Volunteers, Inc.",PO Box 177,"Howard Beach, NY 11414"
Queens,36081,ambulance_als,Whitestone Community Volunteer Ambulance Service,PO Box 570064,"Whitestone, NY 11357"
Rensselaer,36083,ambulance_als,"Berlin, Town of",PO Box 307,"Berlin, NY 12022"
Rensselaer,36083,ambulance_als,"Brunswick EMS, Town of",336 Town Office Road,"Troy, NY 12180"
Rensselaer,36083,ambulance_als,"Castleton Volunteer Ambulance Service, Inc.",1700 Brookview Road,"Castleton, NY 12033"
Rensselaer,36083,ambulance_als,"Grafton Rescue Squad, Inc.",PO Box 2,"Grafton, NY 12082"
Rensselaer,36083,ambulance_als,"Hoags Corners Volunteer Ambulance Assoc, Inc.",PO Box 90,"East Nassau, NY 12062"
Rensselaer,36083,ambulance_als,"Hoosic Valley Rescue Squad, Inc.",1448 NY Route 40,"Schaghticoke, NY 12154"
Rensselaer,36083,ambulance_als,"Hoosick Regional EMS, Inc.",PO Box 16,"Hoosick Falls, NY 12090"
Rensselaer,36083,ambulance_als,Nassau Ambulance Inc.,P.O. Box 757,"Nassau, NY 12123"
Rensselaer,36083,ambulance_als,"North Greenbush Ambulance Association, Inc.",PO Box 99,"Wynantskill, NY 12198"
Rensselaer,36083,ambulance_als,"Petersburgh Rescue Ambulance Squad, Inc.",PO Box 164,"Petersburg, NY 12138"
Rensselaer,36083,ambulance_als,"Pittstown Volunteer Emergency Corps, Inc.",60 Parker School Road,"Johnsonville, NY 12094"
Rensselaer,36083,ambulance_als,"Poestenkill, Town of",PO Box 210,"Poestenkill, NY 12140"
Rensselaer,36083,ambulance_als,Rensselaer Polytechnic Institute Ambulance,110 8th Street 3702,"Troy, NY 12180"
Rensselaer,36083,ambulance_als,"Sand Lake Ambulance, Inc.",PO Box 222,"West Sand Lake, NY 12196"
Rensselaer,36083,ambulance_als,Stephentown Fire District #1,PO Box 208,"Stephentown, NY 12168"
Rensselaer,36083,ambulance_als,"Troy, City of",2175 Sixth Avenue,"Troy, NY 12180"
Rensselaer,36083,ambulance_als,"WF Bruen Emergency Squad, Inc.",1116 Red Mill Road,"Rensselaer, NY 12144"
Richmond,36085,ambulance_als,"North Shore Rescue Squad #1, Inc.",PO Box 140702,"Staten Island, NY 10314"
Richmond,36085,ambulance_als,"Priority One Ambulance, Inc.",19 Granite Avenue,"Staten Island, NY 10312"
Richmond,36085,ambulance_als,"Richmond County Ambulance Service, Inc.",1355 Castleton Avenue,"Staten Island, NY 10310"
